"","origin","host_class","host_order","host_family","host_genus","host_species","virus_family","virus_genus"
"1317","HP3","Mammalia","Chiroptera","Vespertilionidae","Myotis","Myotis nigricans",NA,"Lyssavirus"
"1318","HP3","Mammalia","Chiroptera","Vespertilionidae","Myotis","Myotis riparius",NA,"Lyssavirus"
"1319","HP3","Mammalia","Chiroptera","Vespertilionidae","Myotis","Myotis septentrionalis",NA,"Lyssavirus"
"1320","HP3","Mammalia","Chiroptera","Vespertilionidae","Myotis","Myotis thysanodes",NA,"Lyssavirus"
"1321","HP3","Mammalia","Chiroptera","Vespertilionidae","Myotis","Myotis velifer",NA,"Lyssavirus"
"1322","HP3","Mammalia","Chiroptera","Vespertilionidae","Myotis","Myotis volans",NA,"Lyssavirus"
"1323","HP3","Mammalia","Chiroptera","Vespertilionidae","Myotis","Myotis yumanensis",NA,"Lyssavirus"
"1324","HP3","Mammalia","Rodentia","Cricetidae","Neotoma","Neotoma floridana",NA,"Lyssavirus"
"1325","HP3","Mammalia","Chiroptera","Vespertilionidae","Nyctalus","Nyctalus noctula",NA,"Lyssavirus"
"1326","HP3","Mammalia","Carnivora","Canidae","Nyctereutes","Nyctereutes procyonoides",NA,"Lyssavirus"
"1327","HP3","Mammalia","Chiroptera","Nycteridae","Nycteris","Nycteris gambiensis",NA,"Lyssavirus"
"1328","HP3","Mammalia","Chiroptera","Nycteridae","Nycteris","Nycteris thebaica",NA,"Lyssavirus"
"1329","HP3","Mammalia","Chiroptera","Vespertilionidae","Nycticeius","Nycticeius humeralis",NA,"Lyssavirus"
"1330","HP3","Mammalia","Chiroptera","Molossidae","Nyctinomops","Nyctinomops laticaudatus",NA,"Lyssavirus"
"1331","HP3","Mammalia","Chiroptera","Molossidae","Nyctinomops","Nyctinomops macrotis",NA,"Lyssavirus"
"1332","HP3","Mammalia","Carnivora","Canidae","Otocyon","Otocyon megalotis",NA,"Lyssavirus"
"1333","HP3","Mammalia","Artiodactyla","Bovidae","Ovis","Ovis aries",NA,"Lyssavirus"
"1334","HP3","Mammalia","Carnivora","Felidae","Panthera","Panthera pardus",NA,"Lyssavirus"
"1335","HP3","Mammalia","Chiroptera","Vespertilionidae","Philetor","Philetor brachypterus",NA,"Lyssavirus"
"1336","HP3","Mammalia","Chiroptera","Phyllostomidae","Phyllostomus","Phyllostomus hastatus",NA,"Lyssavirus"
"1337","HP3","Mammalia","Chiroptera","Vespertilionidae","Parastrellus","Pipistrellus hesperus",NA,"Lyssavirus"
"1338","HP3","Mammalia","Chiroptera","Vespertilionidae","Pipistrellus","Pipistrellus nathusii",NA,"Lyssavirus"
"1339","HP3","Mammalia","Chiroptera","Vespertilionidae","Pipistrellus","Pipistrellus pipistrellus",NA,"Lyssavirus"
"1340","HP3","Mammalia","Chiroptera","Vespertilionidae","Perimyotis","Pipistrellus subflavus",NA,"Lyssavirus"
"1341","HP3","Mammalia","Chiroptera","Phyllostomidae","Platyrrhinus","Platyrrhinus lineatus",NA,"Lyssavirus"
"1342","HP3","Mammalia","Chiroptera","Vespertilionidae","Plecotus","Plecotus auritus",NA,"Lyssavirus"
"1343","HP3","Mammalia","Carnivora","Procyonidae","Procyon","Procyon lotor",NA,"Lyssavirus"
"1344","HP3","Mammalia","Carnivora","Hyaenidae","Proteles","Proteles cristata",NA,"Lyssavirus"
"1345","HP3","Mammalia","Chiroptera","Mormoopidae","Pteronotus","Pteronotus davyi",NA,"Lyssavirus"
"1346","HP3","Mammalia","Chiroptera","Mormoopidae","Pteronotus","Pteronotus parnellii",NA,"Lyssavirus"
"1347","HP3","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus alecto",NA,"Lyssavirus"
"1348","HP3","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus conspicillatus",NA,"Lyssavirus"
"1349","HP3","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus giganteus",NA,"Lyssavirus"
"1350","HP3","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus hypomelanus",NA,"Lyssavirus"
"1351","HP3","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus lylei",NA,"Lyssavirus"
"1352","HP3","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus poliocephalus",NA,"Lyssavirus"
"1353","HP3","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus scapulatus",NA,"Lyssavirus"
"1354","HP3","Mammalia","Artiodactyla","Cervidae","Rangifer","Rangifer tarandus",NA,"Lyssavirus"
"1355","HP3","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus ferrumequinum",NA,"Lyssavirus"
"1356","HP3","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus pusillus",NA,"Lyssavirus"
"1357","HP3","Mammalia","Chiroptera","Pteropodidae","Rousettus","Rousettus aegyptiacus",NA,"Lyssavirus"
"1358","HP3","Mammalia","Chiroptera","Pteropodidae","Rousettus","Rousettus amplexicaudatus",NA,"Lyssavirus"
"1359","HP3","Mammalia","Chiroptera","Pteropodidae","Rousettus","Rousettus leschenaultii",NA,"Lyssavirus"
"1360","HP3","Mammalia","Chiroptera","Emballonuridae","Saccolaimus","Saccolaimus flaviventris",NA,"Lyssavirus"
"1361","HP3","Mammalia","Chiroptera","Emballonuridae","Saccolaimus","Saccolaimus saccolaimus",NA,"Lyssavirus"
"1362","HP3","Mammalia","Rodentia","Sciuridae","Sciurus","Sciurus carolinensis",NA,"Lyssavirus"
"1363","HP3","Mammalia","Rodentia","Sciuridae","Sciurus","Sciurus niger",NA,"Lyssavirus"
"1364","HP3","Mammalia","Chiroptera","Vespertilionidae","Scotophilus","Scotophilus kuhlii",NA,"Lyssavirus"
"1365","HP3","Mammalia","Rodentia","Sciuridae","Ictidomys","Spermophilus tridecemlineatus",NA,"Lyssavirus"
"1366","HP3","Mammalia","Rodentia","Sciuridae","Urocitellus","Spermophilus undulatus",NA,"Lyssavirus"
"1367","HP3","Mammalia","Rodentia","Sciuridae","Otospermophilus","Spermophilus variegatus",NA,"Lyssavirus"
"1368","HP3","Mammalia","Chiroptera","Phyllostomidae","Sturnira","Sturnira lilium",NA,"Lyssavirus"
"1369","HP3","Mammalia","Carnivora","Herpestidae","Suricata","Suricata suricatta",NA,"Lyssavirus"
"1370","HP3","Mammalia","Chiroptera","Molossidae","Tadarida","Tadarida brasiliensis",NA,"Lyssavirus"
"1371","HP3","Mammalia","Chiroptera","Molossidae","Tadarida","Tadarida teniotis",NA,"Lyssavirus"
"1372","HP3","Mammalia","Rodentia","Sciuridae","Tamias","Tamias striatus",NA,"Lyssavirus"
"1373","HP3","Mammalia","Chiroptera","Emballonuridae","Taphozous","Taphozous melanopogon",NA,"Lyssavirus"
"1374","HP3","Mammalia","Artiodactyla","Bovidae","Tragelaphus","Tragelaphus strepsiceros",NA,"Lyssavirus"
"1375","HP3","Mammalia","Carnivora","Canidae","Urocyon","Urocyon cinereoargenteus",NA,"Lyssavirus"
"1376","HP3","Mammalia","Chiroptera","Phyllostomidae","Uroderma","Uroderma bilobatum",NA,"Lyssavirus"
"1377","HP3","Mammalia","Chiroptera","Vespertilionidae","Vespertilio","Vespertilio murinus",NA,"Lyssavirus"
"1378","HP3","Mammalia","Carnivora","Canidae","Vulpes","Vulpes corsac",NA,"Lyssavirus"
"1379","HP3","Mammalia","Carnivora","Canidae","Vulpes","Vulpes lagopus",NA,"Lyssavirus"
"1380","HP3","Mammalia","Carnivora","Canidae","Vulpes","Vulpes velox",NA,"Lyssavirus"
"1381","HP3","Mammalia","Carnivora","Canidae","Vulpes","Vulpes vulpes",NA,"Lyssavirus"
"1382","HP3","Mammalia","Carnivora","Felidae","Acinonyx","Acinonyx jubatus",NA,"Mamastrovirus"
"1383","HP3","Mammalia","Artiodactyla","Bovidae","Bos","Bos taurus",NA,"Mamastrovirus"
"1384","HP3","Mammalia","Carnivora","Felidae","Felis","Felis catus",NA,"Mamastrovirus"
"1385","HP3","Mammalia","Carnivora","Mustelidae","Neovison","Neovison vison",NA,"Mamastrovirus"
"1386","HP3","Mammalia","Artiodactyla","Bovidae","Ovis","Ovis aries",NA,"Mamastrovirus"
"1387","HP3","Mammalia","Artiodactyla","Suidae","Sus","Sus scrofa",NA,"Mamastrovirus"
"1388","HP3","Mammalia","Primates","Cercopithecidae","Chlorocebus","Chlorocebus aethiops",NA,"Marburgvirus"
"1389","HP3","Mammalia","Chiroptera","Pteropodidae","Epomops","Epomops franqueti",NA,"Marburgvirus"
"1390","HP3","Mammalia","Chiroptera","Pteropodidae","Hypsignathus","Hypsignathus monstrosus",NA,"Marburgvirus"
"1391","HP3","Mammalia","Chiroptera","Miniopteridae","Miniopterus","Miniopterus inflatus",NA,"Marburgvirus"
"1392","HP3","Mammalia","Chiroptera","Rhinolophidae","Rhinolophus","Rhinolophus eloquens",NA,"Marburgvirus"
"1393","HP3","Mammalia","Chiroptera","Pteropodidae","Rousettus","Rousettus aegyptiacus",NA,"Marburgvirus"
"1394","HP3","Mammalia","Artiodactyla","Bovidae","Bos","Bos taurus",NA,"Mastadenovirus"
"1395","HP3","Mammalia","Carnivora","Canidae","Canis","Canis latrans",NA,"Mastadenovirus"
"1396","HP3","Mammalia","Carnivora","Canidae","Canis","Canis lupus",NA,"Mastadenovirus"
"1397","HP3","Mammalia","Carnivora","Canidae","Canis","Canis simensis",NA,"Mastadenovirus"
"1398","HP3","Mammalia","Artiodactyla","Bovidae","Capra","Capra ibex",NA,"Mastadenovirus"
"1399","HP3","Mammalia","Rodentia","Caviidae","Cavia","Cavia porcellus",NA,"Mastadenovirus"
"1400","HP3","Mammalia","Artiodactyla","Cervidae","Dama","Dama dama",NA,"Mastadenovirus"
"1401","HP3","Mammalia","Perissodactyla","Equidae","Equus","Equus caballus",NA,"Mastadenovirus"
"1402","HP3","Mammalia","Primates","Hominidae","Gorilla","Gorilla beringei",NA,"Mastadenovirus"
"1403","HP3","Mammalia","Primates","Hominidae","Gorilla","Gorilla gorilla",NA,"Mastadenovirus"
"1404","HP3","Mammalia","Primates","Cercopithecidae","Macaca","Macaca mulatta",NA,"Mastadenovirus"
"1405","HP3","Mammalia","Carnivora","Mustelidae","Martes","Martes pennanti",NA,"Mastadenovirus"
"1406","HP3","Mammalia","Rodentia","Muridae","Mus","Mus musculus",NA,"Mastadenovirus"
"1407","HP3","Mammalia","Carnivora","Odobenidae","Odobenus","Odobenus rosmarus",NA,"Mastadenovirus"
"1408","HP3","Mammalia","Artiodactyla","Bovidae","Oryx","Oryx leucoryx",NA,"Mastadenovirus"
"1409","HP3","Mammalia","Artiodactyla","Bovidae","Ovis","Ovis canadensis",NA,"Mastadenovirus"
"1410","HP3","Mammalia","Primates","Hominidae","Pan","Pan paniscus",NA,"Mastadenovirus"
"1411","HP3","Mammalia","Primates","Hominidae","Pan","Pan troglodytes",NA,"Mastadenovirus"
"1412","HP3","Mammalia","Rodentia","Sciuridae","Sciurus","Sciurus vulgaris",NA,"Mastadenovirus"
"1413","HP3","Mammalia","Artiodactyla","Suidae","Sus","Sus scrofa",NA,"Mastadenovirus"
"1414","HP3","Mammalia","Scandentia","Tupaiidae","Tupaia","Tupaia belangeri",NA,"Mastadenovirus"
"1415","HP3","Mammalia","Carnivora","Canidae","Urocyon","Urocyon littoralis",NA,"Mastadenovirus"
"1416","HP3","Mammalia","Carnivora","Ursidae","Ursus","Ursus americanus",NA,"Mastadenovirus"
"1417","HP3","Mammalia","Carnivora","Ursidae","Ursus","Ursus maritimus",NA,"Mastadenovirus"
"1418","HP3","Mammalia","Carnivora","Canidae","Vulpes","Vulpes velox",NA,"Mastadenovirus"
"1419","HP3","Mammalia","Carnivora","Canidae","Vulpes","Vulpes vulpes",NA,"Mastadenovirus"
"1420","HP3","Mammalia","Primates","Hominidae","Gorilla","Gorilla beringei",NA,"Metapneumovirus"
"1421","HP3","Mammalia","Primates","Hominidae","Pan","Pan troglodytes",NA,"Metapneumovirus"
"1422","HP3","Mammalia","Rodentia","Muridae","Apodemus","Apodemus sylvaticus",NA,"Norovirus"
"1423","HP3","Mammalia","Artiodactyla","Bovidae","Bos","Bos taurus",NA,"Norovirus"
"1424","HP3","Mammalia","Carnivora","Canidae","Canis","Canis lupus",NA,"Norovirus"
"1425","HP3","Mammalia","Carnivora","Felidae","Felis","Felis catus",NA,"Norovirus"
"1426","HP3","Mammalia","Rodentia","Muridae","Mus","Mus musculus",NA,"Norovirus"
"1427","HP3","Mammalia","Carnivora","Felidae","Panthera","Panthera leo",NA,"Norovirus"
"1428","HP3","Mammalia","Artiodactyla","Suidae","Sus","Sus scrofa",NA,"Norovirus"
"1429","HP3","Mammalia","Erinaceomorpha","Erinaceidae","Atelerix","Atelerix albiventris",NA,"Nucleorhabdovirus"
"1430","HP3","Mammalia","Artiodactyla","Bovidae","Bos","Bos taurus",NA,"Nucleorhabdovirus"
"1431","HP3","Mammalia","Rodentia","Nesomyidae","Cricetomys","Cricetomys gambianus",NA,"Nucleorhabdovirus"
"1432","HP3","Mammalia","Artiodactyla","Bovidae","Aepyceros","Aepyceros melampus",NA,"Orthobunyavirus"
"1433","HP3","Mammalia","Artiodactyla","Bovidae","Alcelaphus","Alcelaphus buselaphus",NA,"Orthobunyavirus"
"1434","HP3","Mammalia","Chiroptera","Phyllostomidae","Anoura","Anoura geoffroyi",NA,"Orthobunyavirus"
"1435","HP3","Mammalia","Rodentia","Muridae","Apodemus","Apodemus agrarius",NA,"Orthobunyavirus"
"1436","HP3","Mammalia","Chiroptera","Phyllostomidae","Artibeus","Artibeus jamaicensis",NA,"Orthobunyavirus"
"1437","HP3","Mammalia","Chiroptera","Phyllostomidae","Artibeus","Artibeus lituratus",NA,"Orthobunyavirus"
"1438","HP3","Mammalia","Rodentia","Muridae","Arvicanthis","Arvicanthis niloticus",NA,"Orthobunyavirus"
"1439","HP3","Mammalia","Artiodactyla","Bovidae","Bison","Bison bison",NA,"Orthobunyavirus"
"1440","HP3","Mammalia","Artiodactyla","Bovidae","Bos","Bos taurus",NA,"Orthobunyavirus"
"1441","HP3","Mammalia","Pilosa","Bradypodidae","Bradypus","Bradypus tridactylus",NA,"Orthobunyavirus"
"1442","HP3","Mammalia","Artiodactyla","Bovidae","Bubalus","Bubalus bubalis",NA,"Orthobunyavirus"
"1443","HP3","Mammalia","Didelphimorphia","Didelphidae","Caluromys","Caluromys philander",NA,"Orthobunyavirus"
"1444","HP3","Mammalia","Artiodactyla","Camelidae","Camelus","Camelus dromedarius",NA,"Orthobunyavirus"
"1445","HP3","Mammalia","Carnivora","Canidae","Canis","Canis lupus",NA,"Orthobunyavirus"
"1446","HP3","Mammalia","Artiodactyla","Bovidae","Capra","Capra hircus",NA,"Orthobunyavirus"
"1447","HP3","Mammalia","Chiroptera","Phyllostomidae","Carollia","Carollia perspicillata",NA,"Orthobunyavirus"
"1448","HP3","Mammalia","Primates","Cebidae","Sapajus","Cebus apella",NA,"Orthobunyavirus"
"1449","HP3","Mammalia","Chiroptera","Molossidae","Tadarida","Chaerephon plicatus",NA,"Orthobunyavirus"
"1450","HP3","Mammalia","Rodentia","Heteromyidae","Chaetodipus","Chaetodipus spinatus",NA,"Orthobunyavirus"
"1451","HP3","Mammalia","Artiodactyla","Bovidae","Connochaetes","Connochaetes taurinus",NA,"Orthobunyavirus"
"1452","HP3","Mammalia","Chiroptera","Pteropodidae","Cynopterus","Cynopterus sphinx",NA,"Orthobunyavirus"
"1453","HP3","Mammalia","Artiodactyla","Bovidae","Damaliscus","Damaliscus lunatus",NA,"Orthobunyavirus"
"1454","HP3","Mammalia","Rodentia","Muridae","Dasymys","Dasymys incomtus",NA,"Orthobunyavirus"
"1455","HP3","Mammalia","Didelphimorphia","Didelphidae","Didelphis","Didelphis marsupialis",NA,"Orthobunyavirus"
"1456","HP3","Mammalia","Didelphimorphia","Didelphidae","Didelphis","Didelphis virginiana",NA,"Orthobunyavirus"
"1457","HP3","Mammalia","Chiroptera","Pteropodidae","Eidolon","Eidolon helvum",NA,"Orthobunyavirus"
"1458","HP3","Mammalia","Chiroptera","Pteropodidae","Epomophorus","Epomophorus labiatus",NA,"Orthobunyavirus"
"1459","HP3","Mammalia","Chiroptera","Pteropodidae","Epomops","Epomops franqueti",NA,"Orthobunyavirus"
"1460","HP3","Mammalia","Perissodactyla","Equidae","Equus","Equus burchellii",NA,"Orthobunyavirus"
"1461","HP3","Mammalia","Perissodactyla","Equidae","Equus","Equus caballus",NA,"Orthobunyavirus"
"1462","HP3","Mammalia","Artiodactyla","Bovidae","Eudorcas","Eudorcas thomsonii",NA,"Orthobunyavirus"
"1463","HP3","Mammalia","Rodentia","Muridae","Gerbilliscus","Gerbilliscus validus",NA,"Orthobunyavirus"
"1464","HP3","Mammalia","Rodentia","Heteromyidae","Heteromys","Heteromys anomalus",NA,"Orthobunyavirus"
"1465","HP3","Mammalia","Peramelemorphia","Peramelidae","Isoodon","Isoodon macrourus",NA,"Orthobunyavirus"
"1466","HP3","Mammalia","Artiodactyla","Bovidae","Kobus","Kobus ellipsiprymnus",NA,"Orthobunyavirus"
"1467","HP3","Mammalia","Rodentia","Muridae","Lemniscomys","Lemniscomys striatus",NA,"Orthobunyavirus"
"1468","HP3","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus americanus",NA,"Orthobunyavirus"
"1469","HP3","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus californicus",NA,"Orthobunyavirus"
"1470","HP3","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus timidus",NA,"Orthobunyavirus"
"1471","HP3","Mammalia","Rodentia","Muridae","Lophuromys","Lophuromys flavopunctatus",NA,"Orthobunyavirus"
"1472","HP3","Mammalia","Rodentia","Muridae","Lophuromys","Lophuromys sikapusi",NA,"Orthobunyavirus"
"1473","HP3","Mammalia","Primates","Cercopithecidae","Macaca","Macaca fascicularis",NA,"Orthobunyavirus"
"1474","HP3","Mammalia","Primates","Cercopithecidae","Macaca","Macaca mulatta",NA,"Orthobunyavirus"
"1475","HP3","Mammalia","Primates","Cercopithecidae","Macaca","Macaca sinica",NA,"Orthobunyavirus"
"1476","HP3","Mammalia","Didelphimorphia","Didelphidae","Marmosa","Marmosa murina",NA,"Orthobunyavirus"
"1477","HP3","Mammalia","Rodentia","Muridae","Meriones","Meriones hurrianae",NA,"Orthobunyavirus"
"1478","HP3","Mammalia","Rodentia","Cricetidae","Mesocricetus","Mesocricetus auratus",NA,"Orthobunyavirus"
"1479","HP3","Mammalia","Didelphimorphia","Didelphidae","Metachirus","Metachirus nudicaudatus",NA,"Orthobunyavirus"
"1480","HP3","Mammalia","Rodentia","Cricetidae","Microtus","Microtus arvalis",NA,"Orthobunyavirus"
"1481","HP3","Mammalia","Rodentia","Cricetidae","Microtus","Microtus gregalis",NA,"Orthobunyavirus"
"1482","HP3","Mammalia","Rodentia","Cricetidae","Microtus","Microtus oeconomus",NA,"Orthobunyavirus"
"1483","HP3","Mammalia","Chiroptera","Molossidae","Molossus","Molossus molossus",NA,"Orthobunyavirus"
"1484","HP3","Mammalia","Chiroptera","Molossidae","Molossus","Molossus rufus",NA,"Orthobunyavirus"
"1485","HP3","Mammalia","Rodentia","Muridae","Mus","Mus musculus",NA,"Orthobunyavirus"
"1486","HP3","Mammalia","Rodentia","Cricetidae","Myodes","Myodes glareolus",NA,"Orthobunyavirus"
"1487","HP3","Mammalia","Rodentia","Cricetidae","Myodes","Myodes rutilus",NA,"Orthobunyavirus"
"1488","HP3","Mammalia","Chiroptera","Vespertilionidae","Myotis","Myotis keenii",NA,"Orthobunyavirus"
"1489","HP3","Mammalia","Chiroptera","Vespertilionidae","Myotis","Myotis septentrionalis",NA,"Orthobunyavirus"
"1490","HP3","Mammalia","Artiodactyla","Bovidae","Nanger","Nanger granti",NA,"Orthobunyavirus"
"1491","HP3","Mammalia","Chiroptera","Natalidae","Natalus","Natalus tumidirostris",NA,"Orthobunyavirus"
"1492","HP3","Mammalia","Rodentia","Cricetidae","Nectomys","Nectomys squamipes",NA,"Orthobunyavirus"
"1493","HP3","Mammalia","Primates","Lorisidae","Nycticebus","Nycticebus coucang",NA,"Orthobunyavirus"
"1494","HP3","Mammalia","Rodentia","Cricetidae","Hylaeamys","Oryzomys laticeps",NA,"Orthobunyavirus"
"1495","HP3","Mammalia","Rodentia","Cricetidae","Hylaeamys","Oryzomys megacephalus",NA,"Orthobunyavirus"
"1496","HP3","Mammalia","Rodentia","Muridae","Otomys","Otomys tropicalis",NA,"Orthobunyavirus"
"1497","HP3","Mammalia","Artiodactyla","Bovidae","Ovis","Ovis aries",NA,"Orthobunyavirus"
"1498","HP3","Mammalia","Artiodactyla","Bovidae","Ovis","Ovis dalli",NA,"Orthobunyavirus"
"1499","HP3","Mammalia","Primates","Hominidae","Pan","Pan troglodytes",NA,"Orthobunyavirus"
"1500","HP3","Mammalia","Peramelemorphia","Peramelidae","Perameles","Perameles nasuta",NA,"Orthobunyavirus"
"1501","HP3","Mammalia","Rodentia","Cricetidae","Peromyscus","Peromyscus gossypinus",NA,"Orthobunyavirus"
"1502","HP3","Mammalia","Didelphimorphia","Didelphidae","Philander","Philander opossum",NA,"Orthobunyavirus"
"1503","HP3","Mammalia","Chiroptera","Phyllostomidae","Phyllostomus","Phyllostomus hastatus",NA,"Orthobunyavirus"
"1504","HP3","Mammalia","Primates","Cercopithecidae","Presbytis","Presbytis melalophos",NA,"Orthobunyavirus"
"1505","HP3","Mammalia","Carnivora","Procyonidae","Procyon","Procyon lotor",NA,"Orthobunyavirus"
"1506","HP3","Mammalia","Rodentia","Echimyidae","Proechimys","Proechimys guyannensis",NA,"Orthobunyavirus"
"1507","HP3","Mammalia","Rodentia","Echimyidae","Proechimys","Proechimys semispinosus",NA,"Orthobunyavirus"
"1508","HP3","Mammalia","Chiroptera","Mormoopidae","Pteronotus","Pteronotus parnellii",NA,"Orthobunyavirus"
"1509","HP3","Mammalia","Artiodactyla","Cervidae","Rangifer","Rangifer tarandus",NA,"Orthobunyavirus"
"1510","HP3","Mammalia","Rodentia","Muridae","Rattus","Rattus rattus",NA,"Orthobunyavirus"
"1511","HP3","Mammalia","Rodentia","Cricetidae","Reithrodontomys","Reithrodontomys mexicanus",NA,"Orthobunyavirus"
"1512","HP3","Mammalia","Chiroptera","Pteropodidae","Rousettus","Rousettus aegyptiacus",NA,"Orthobunyavirus"
"1513","HP3","Mammalia","Rodentia","Sciuridae","Sciurus","Sciurus carolinensis",NA,"Orthobunyavirus"
"1514","HP3","Mammalia","Rodentia","Sciuridae","Sciurus","Sciurus niger",NA,"Orthobunyavirus"
"1515","HP3","Mammalia","Rodentia","Cricetidae","Sigmodon","Sigmodon hispidus",NA,"Orthobunyavirus"
"1516","HP3","Mammalia","Artiodactyla","Suidae","Sus","Sus scrofa",NA,"Orthobunyavirus"
"1517","HP3","Mammalia","Lagomorpha","Leporidae","Sylvilagus","Sylvilagus aquaticus",NA,"Orthobunyavirus"
"1518","HP3","Mammalia","Lagomorpha","Leporidae","Sylvilagus","Sylvilagus audubonii",NA,"Orthobunyavirus"
"1519","HP3","Mammalia","Lagomorpha","Leporidae","Sylvilagus","Sylvilagus brasiliensis",NA,"Orthobunyavirus"
"1520","HP3","Mammalia","Lagomorpha","Leporidae","Sylvilagus","Sylvilagus floridanus",NA,"Orthobunyavirus"
"1521","HP3","Mammalia","Rodentia","Sciuridae","Tamias","Tamias striatus",NA,"Orthobunyavirus"
"1522","HP3","Mammalia","Chiroptera","Emballonuridae","Taphozous","Taphozous perforatus",NA,"Orthobunyavirus"
"1523","HP3","Mammalia","Chiroptera","Emballonuridae","Taphozous","Taphozous theobaldi",NA,"Orthobunyavirus"
"1524","HP3","Mammalia","Rodentia","Muridae","Tatera","Tatera indica",NA,"Orthobunyavirus"
"1525","HP3","Mammalia","Artiodactyla","Bovidae","Tragelaphus","Taurotragus oryx",NA,"Orthobunyavirus"
"1526","HP3","Mammalia","Primates","Cercopithecidae","Trachypithecus","Trachypithecus cristatus",NA,"Orthobunyavirus"
"1527","HP3","Mammalia","Artiodactyla","Bovidae","Tragelaphus","Tragelaphus scriptus",NA,"Orthobunyavirus"
"1528","HP3","Mammalia","Rodentia","Echimyidae","Trinomys","Trinomys iheringi",NA,"Orthobunyavirus"
"1529","HP3","Mammalia","Carnivora","Canidae","Urocyon","Urocyon cinereoargenteus",NA,"Orthobunyavirus"
"1530","HP3","Mammalia","Carnivora","Canidae","Vulpes","Vulpes velox",NA,"Orthobunyavirus"
"1531","HP3","Mammalia","Carnivora","Canidae","Vulpes","Vulpes vulpes",NA,"Orthobunyavirus"
"1532","HP3","Mammalia","Rodentia","Cricetidae","Zygodontomys","Zygodontomys brevicauda",NA,"Orthobunyavirus"
"1533","HP3","Mammalia","Primates","Cercopithecidae","Cercopithecus","Cercopithecus ascanius",NA,"Orthohepadnavirus"
"1534","HP3","Mammalia","Primates","Hominidae","Gorilla","Gorilla beringei",NA,"Orthohepadnavirus"
"1535","HP3","Mammalia","Primates","Hominidae","Gorilla","Gorilla gorilla",NA,"Orthohepadnavirus"
"1536","HP3","Mammalia","Primates","Hylobatidae","Hylobates","Hylobates lar",NA,"Orthohepadnavirus"
"1537","HP3","Mammalia","Primates","Hylobatidae","Hylobates","Hylobates moloch",NA,"Orthohepadnavirus"
"1538","HP3","Mammalia","Primates","Hylobatidae","Hylobates","Hylobates pileatus",NA,"Orthohepadnavirus"
"1539","HP3","Mammalia","Rodentia","Sciuridae","Marmota","Marmota monax",NA,"Orthohepadnavirus"
"1540","HP3","Mammalia","Primates","Hominidae","Pan","Pan troglodytes",NA,"Orthohepadnavirus"
"1541","HP3","Mammalia","Primates","Cercopithecidae","Papio","Papio ursinus",NA,"Orthohepadnavirus"
"1542","HP3","Mammalia","Primates","Hominidae","Pongo","Pongo abelii",NA,"Orthohepadnavirus"
"1543","HP3","Mammalia","Primates","Hominidae","Pongo","Pongo pygmaeus",NA,"Orthohepadnavirus"
"1544","HP3","Mammalia","Rodentia","Sciuridae","Otospermophilus","Spermophilus beecheyi",NA,"Orthohepadnavirus"
"1545","HP3","Mammalia","Rodentia","Sciuridae","Urocitellus","Spermophilus parryii",NA,"Orthohepadnavirus"
"1546","HP3","Mammalia","Rodentia","Sciuridae","Urocitellus","Spermophilus richardsonii",NA,"Orthohepadnavirus"
"1547","HP3","Mammalia","Chiroptera","Phyllostomidae","Uroderma","Uroderma bilobatum",NA,"Orthohepadnavirus"
"1548","HP3","Mammalia","Rodentia","Muridae","Apodemus","Apodemus flavicollis",NA,"Parechovirus"
"1549","HP3","Mammalia","Rodentia","Muridae","Apodemus","Apodemus sylvaticus",NA,"Parechovirus"
"1550","HP3","Mammalia","Rodentia","Cricetidae","Lemmus","Lemmus lemmus",NA,"Parechovirus"
"1551","HP3","Mammalia","Rodentia","Cricetidae","Microtus","Microtus agrestis",NA,"Parechovirus"
"1552","HP3","Mammalia","Rodentia","Muridae","Mus","Mus musculus",NA,"Parechovirus"
"1553","HP3","Mammalia","Rodentia","Cricetidae","Myodes","Myodes gapperi",NA,"Parechovirus"
"1554","HP3","Mammalia","Rodentia","Cricetidae","Myodes","Myodes glareolus",NA,"Parechovirus"
"1555","HP3","Mammalia","Rodentia","Sciuridae","Sciurus","Sciurus vulgaris",NA,"Parechovirus"
"1556","HP3","Mammalia","Artiodactyla","Bovidae","Aepyceros","Aepyceros melampus",NA,"Pestivirus"
"1557","HP3","Mammalia","Artiodactyla","Bovidae","Alcelaphus","Alcelaphus buselaphus",NA,"Pestivirus"
"1558","HP3","Mammalia","Artiodactyla","Cervidae","Alces","Alces alces",NA,"Pestivirus"
"1559","HP3","Mammalia","Artiodactyla","Bovidae","Antidorcas","Antidorcas marsupialis",NA,"Pestivirus"
